cnvFiles,siteID,sampleDateTime,SITE_ID,stationDepth,Latitude,Longitude
2011 CTD DATA/276-11_Laurentian/raw/276_10-03-2011_omega.cnv,omega,2011-10-03T00:00:00Z,omega,110,43.19983333,86.56983333
2011 CTD DATA/283_10-10-11_Laurentian/raw/M45.bin.cnv,m45,2011-10-10T00:00:00Z,beta,45,43.20616667,86.44966667
2011 CTD DATA/283_10-10-11_Laurentian/raw/M45.cnv,m45,2011-10-10T00:00:00Z,beta,45,43.20616667,86.44966667
2011 CTD DATA/308-11_Laurentian/raw/Nov2011_alpha.bin.cnv,alpha,2011-11-04T00:00:00Z,alpha,17,43.18816667,86.344
2011 CTD DATA/308-11_Laurentian/raw/Nov2011_alpha.cnv,alpha,2011-11-04T00:00:00Z,alpha,17,43.18816667,86.344
2011 CTD DATA/308-11_Laurentian/raw/Nov2011_beta.bin.cnv,beta,2011-11-04T00:00:00Z,beta,45,43.20616667,86.44966667
2011 CTD DATA/308-11_Laurentian/raw/Nov2011_beta.cnv,beta,2011-11-04T00:00:00Z,beta,45,43.20616667,86.44966667
2011 CTD DATA/308-11_Laurentian/raw/Nov2011_omega.bin.cnv,omega,2011-11-04T00:00:00Z,omega,110,43.19983333,86.56983333
2011 CTD DATA/308-11_Laurentian/raw/Nov2011_omega.cnv,omega,2011-11-04T00:00:00Z,omega,110,43.19983333,86.56983333
2011 CTD DATA/312_11-8-11_Laurentian/raw/Nov_8_2011_M45.bin.cnv,m45,2011-11-08T00:00:00Z,beta,45,43.20616667,86.44966667
2011 CTD DATA/312_11-8-11_Laurentian/raw/Nov_8_2011_M45.cnv,m45,2011-11-08T00:00:00Z,beta,45,43.20616667,86.44966667
2011 CTD DATA/347-11_Laurentian/raw2/Dec2011_alpha.bin.cnv,alpha,2011-12-13T00:00:00Z,alpha,17,43.18816667,86.344
2011 CTD DATA/347-11_Laurentian/raw2/Dec2011_alpha.cnv,alpha,2011-12-13T00:00:00Z,alpha,17,43.18816667,86.344
2011 CTD DATA/347-11_Laurentian/raw2/Dec2011_beta.bin.cnv,beta,2011-12-13T00:00:00Z,beta,45,43.20616667,86.44966667
2011 CTD DATA/347-11_Laurentian/raw2/Dec2011_beta.cnv,beta,2011-12-13T00:00:00Z,beta,45,43.20616667,86.44966667
2011 CTD DATA/347-11_Laurentian/raw2/Dec2011_omega.bin.cnv,omega,2011-12-13T00:00:00Z,omega,110,43.19983333,86.56983333
2011 CTD DATA/347-11_Laurentian/raw2/Dec2011_omega.cnv,omega,2011-12-13T00:00:00Z,omega,110,43.19983333,86.56983333
2011 CTD DATA/HAV 207_7-26-11_Laurentian/26July2011/RAW/m110july26night.bin.cnv,m110,2011-07-26T00:00:00Z,omega,110,43.19983333,86.56983333
2011 CTD DATA/HAV 207_7-26-11_Laurentian/26July2011/RAW/m110july26night.cnv,m110,2011-07-26T00:00:00Z,omega,110,43.19983333,86.56983333
2011 CTD DATA/HAV 207_7-26-11_Laurentian/26July2011/RAW/m110northjuly26day.bin.cnv,m110,2011-07-26T00:00:00Z,omega,110,43.19983333,86.56983333
2011 CTD DATA/HAV 207_7-26-11_Laurentian/26July2011/RAW/m110northjuly26day.cnv,m110,2011-07-26T00:00:00Z,omega,110,43.19983333,86.56983333
2011 CTD DATA/HAV 207_7-26-11_Laurentian/26July2011/RAW/m15july26.bin.cnv,m15,2011-07-26T00:00:00Z,alpha,17,43.18816667,86.344
2011 CTD DATA/HAV 207_7-26-11_Laurentian/26July2011/RAW/m15july26.cnv,m15,2011-07-26T00:00:00Z,alpha,17,43.18816667,86.344
2011 CTD DATA/HAV 207_7-26-11_Laurentian/26July2011/RAW/m45day.bin.cnv,m45,2011-07-26T00:00:00Z,beta,45,43.20616667,86.44966667
2011 CTD DATA/HAV 207_7-26-11_Laurentian/26July2011/RAW/m45day.cnv,m45,2011-07-26T00:00:00Z,beta,45,43.20616667,86.44966667
2011 CTD DATA/HAV 207_7-26-11_Laurentian/26July2011/RAW/m45night.bin.cnv,m45,2011-07-26T00:00:00Z,beta,45,43.20616667,86.44966667
2011 CTD DATA/HAV 207_7-26-11_Laurentian/26July2011/RAW/m45night.cnv,m45,2011-07-26T00:00:00Z,beta,45,43.20616667,86.44966667
2012 CTD files/0758/10-3-2012/277_10-2-12_0758_M110 Raw/277_10-2-12_0758_M110.bin.cnv,m110,2012-10-02T00:00:00Z,omega,110,43.19983333,86.56983333
2012 CTD files/0758/10-3-2012/277_10-2-12_0758_M110 Raw/277_10-2-12_0758_M110.cnv,m110,2012-10-02T00:00:00Z,omega,110,43.19983333,86.56983333
2012 CTD files/0758/11-5-2012/Raw/310-12_11-5-2012_0758002_Alpha.bin.cnv,alpha,2012-11-05T00:00:00Z,alpha,17,43.18816667,86.344
2012 CTD files/0758/11-5-2012/Raw/310-12_11-5-2012_0758002_Alpha.cnv,alpha,2012-11-05T00:00:00Z,alpha,17,43.18816667,86.344
2012 CTD files/0758/11-5-2012/Raw/310-12_11-5-2012_0758003_Beta.bin.cnv,beta,2012-11-05T00:00:00Z,beta,45,43.20616667,86.44966667
2012 CTD files/0758/11-5-2012/Raw/310-12_11-5-2012_0758003_Beta.cnv,beta,2012-11-05T00:00:00Z,beta,45,43.20616667,86.44966667
2012 CTD files/0758/11-5-2012/Raw/310-12_11-5-2012_0758004_Omega.bin.cnv,omega,2012-11-05T00:00:00Z,omega,110,43.19983333,86.56983333
2012 CTD files/0758/11-5-2012/Raw/310-12_11-5-2012_0758004_Omega.cnv,omega,2012-11-05T00:00:00Z,omega,110,43.19983333,86.56983333
2012 CTD files/0758/12-17-2012/raw/Alpha_351-12_0758.bin.cnv,alpha,2012-12-16T00:00:00Z,alpha,17,43.18816667,86.344
2012 CTD files/0758/12-17-2012/raw/Alpha_351-12_0758.cnv,alpha,2012-12-16T00:00:00Z,alpha,17,43.18816667,86.344
2012 CTD files/0758/12-17-2012/raw/Beta_351-12_0758.bin.cnv,beta,2012-12-16T00:00:00Z,beta,45,43.20616667,86.44966667
2012 CTD files/0758/12-17-2012/raw/Beta_351-12_0758.cnv,beta,2012-12-16T00:00:00Z,beta,45,43.20616667,86.44966667
2012 CTD files/0758/12-17-2012/raw/Omega_351-12_0758.bin.cnv,omega,2012-12-16T00:00:00Z,omega,110,43.19983333,86.56983333
2012 CTD files/0758/12-17-2012/raw/Omega_351-12_0758.cnv,omega,2012-12-16T00:00:00Z,omega,110,43.19983333,86.56983333
2012 CTD files/0758/4-3-2012/raw/094-12_0758_M110.bin.cnv,m110,2012-04-03T00:00:00Z,omega,110,43.19983333,86.56983333
2012 CTD files/0758/4-3-2012/raw/094-12_0758_M110.cnv,m110,2012-04-03T00:00:00Z,omega,110,43.19983333,86.56983333
2012 CTD files/0758/4-3-2012/raw/094-12_0758_M15.bin.cnv,m15,2012-04-03T00:00:00Z,alpha,17,43.18816667,86.344
2012 CTD files/0758/4-3-2012/raw/094-12_0758_M15.cnv,m15,2012-04-03T00:00:00Z,alpha,17,43.18816667,86.344
2012 CTD files/0758/4-3-2012/raw/094-12_0758_M45.bin.cnv,m45,2012-04-03T00:00:00Z,beta,45,43.20616667,86.44966667
2012 CTD files/0758/4-3-2012/raw/094-12_0758_M45.cnv,m45,2012-04-03T00:00:00Z,beta,45,43.20616667,86.44966667
2012 CTD files/0758/6-21-2012/raw/M110_6_21-12_0758.bin.cnv,m110,2021-10-06T00:00:00Z,omega,110,43.19983333,86.56983333
2012 CTD files/0758/6-21-2012/raw/M110_6_21-12_0758.cnv,m110,2021-10-06T00:00:00Z,omega,110,43.19983333,86.56983333
2012 CTD files/6659/093-12_6659/raw/093-12_M110(night)_6659.bin.cnv,m110,2012-04-02T00:00:00Z,omega,110,43.19983333,86.56983333
2012 CTD files/6659/093-12_6659/raw/093-12_M110(night)_6659.cnv,m110,2012-04-02T00:00:00Z,omega,110,43.19983333,86.56983333
2012 CTD files/6659/093-12_6659/raw/093-12_M45(night)_6659.bin.cnv,m45,2012-04-02T00:00:00Z,beta,45,43.20616667,86.44966667
2012 CTD files/6659/093-12_6659/raw/093-12_M45(night)_6659.cnv,m45,2012-04-02T00:00:00Z,beta,45,43.20616667,86.44966667
2012 CTD files/6659/094-12_6659/raw/094-12_M110_6659.bin.cnv,m110,2012-04-03T00:00:00Z,omega,110,43.19983333,86.56983333
2012 CTD files/6659/094-12_6659/raw/094-12_M110_6659.cnv,m110,2012-04-03T00:00:00Z,omega,110,43.19983333,86.56983333
2012 CTD files/6659/094-12_6659/raw/094-12_M15_6659.bin.cnv,m15,2012-04-03T00:00:00Z,alpha,17,43.18816667,86.344
2012 CTD files/6659/094-12_6659/raw/094-12_M15_6659.cnv,m15,2012-04-03T00:00:00Z,alpha,17,43.18816667,86.344
2012 CTD files/6659/094-12_6659/raw/094-12_M45_6659.bin.cnv,m45,2012-04-03T00:00:00Z,beta,45,43.20616667,86.44966667
2012 CTD files/6659/094-12_6659/raw/094-12_M45_6659.cnv,m45,2012-04-03T00:00:00Z,beta,45,43.20616667,86.44966667
2012 CTD files/6659/127-12_6659/raw/127-12_5-6-2012_6659_M110.bin.cnv,m110,2012-05-06T00:00:00Z,omega,110,43.19983333,86.56983333
2012 CTD files/6659/127-12_6659/raw/127-12_5-6-2012_6659_M110.cnv,m110,2012-05-06T00:00:00Z,omega,110,43.19983333,86.56983333
2012 CTD files/6659/127-12_6659/raw/127-12_5-6-2012_6659_M15.bin.cnv,m15,2012-05-06T00:00:00Z,alpha,17,43.18816667,86.344
2012 CTD files/6659/127-12_6659/raw/127-12_5-6-2012_6659_M15.cnv,m15,2012-05-06T00:00:00Z,alpha,17,43.18816667,86.344
2012 CTD files/6659/127-12_6659/raw/127-12_5-6-2012_6659_M45.bin.cnv,m45,2012-05-06T00:00:00Z,beta,45,43.20616667,86.44966667
2012 CTD files/6659/127-12_6659/raw/127-12_5-6-2012_6659_M45.cnv,m45,2012-05-06T00:00:00Z,beta,45,43.20616667,86.44966667
2012 CTD files/6659/156-12_6659/raw/LM_M110_6_4_12_12016.bin.cnv,m110,2012-06-04T00:00:00Z,omega,110,43.19983333,86.56983333
2012 CTD files/6659/156-12_6659/raw/LM_M110_6_4_12_12016.cnv,m110,2012-06-04T00:00:00Z,omega,110,43.19983333,86.56983333
2012 CTD files/6659/156-12_6659/raw/LM_M15_6_4_12_12018.bin.cnv,m15,2012-06-04T00:00:00Z,alpha,17,43.18816667,86.344
2012 CTD files/6659/156-12_6659/raw/LM_M15_6_4_12_12018.cnv,m15,2012-06-04T00:00:00Z,alpha,17,43.18816667,86.344
2012 CTD files/6659/156-12_6659/raw/LM_M45_6_4_12_12017.bin.cnv,m45,2012-06-04T00:00:00Z,beta,45,43.20616667,86.44966667
2012 CTD files/6659/156-12_6659/raw/LM_M45_6_4_12_12017.cnv,m45,2012-06-04T00:00:00Z,beta,45,43.20616667,86.44966667
2012 CTD files/6659/157-12_6659/raw/LM_M110_6_5_12019.bin.cnv,m110,2012-06-05T00:00:00Z,omega,110,43.19983333,86.56983333
2012 CTD files/6659/157-12_6659/raw/LM_M110_6_5_12019.cnv,m110,2012-06-05T00:00:00Z,omega,110,43.19983333,86.56983333
2012 CTD files/6659/157-12_6659/raw/LM_M45_6_5_12_12020.bin.cnv,m45,2012-06-05T00:00:00Z,beta,45,43.20616667,86.44966667
2012 CTD files/6659/157-12_6659/raw/LM_M45_6_5_12_12020.cnv,m45,2012-06-05T00:00:00Z,beta,45,43.20616667,86.44966667
2012 CTD files/6659/178-12_6659/raw/6-26-12_M110_023.bin.cnv,m110,2012-06-26T00:00:00Z,omega,110,43.19983333,86.56983333
2012 CTD files/6659/178-12_6659/raw/6-26-12_M110_023.cnv,m110,2012-06-26T00:00:00Z,omega,110,43.19983333,86.56983333
2012 CTD files/6659/178-12_6659/raw/6-26-12_M15_021.bin.cnv,m15,2012-06-26T00:00:00Z,alpha,17,43.18816667,86.344
2012 CTD files/6659/178-12_6659/raw/6-26-12_M15_021.cnv,m15,2012-06-26T00:00:00Z,alpha,17,43.18816667,86.344
2012 CTD files/6659/178-12_6659/raw/6-26-12_M45_022.bin.cnv,m45,2012-06-26T00:00:00Z,beta,45,43.20616667,86.44966667
2012 CTD files/6659/178-12_6659/raw/6-26-12_M45_022.cnv,m45,2012-06-26T00:00:00Z,beta,45,43.20616667,86.44966667
2012 CTD files/6659/187-12_6659/raw/M110_186_12026_6599.bin.cnv,m110,2018-04-20T00:00:00Z,omega,110,43.19983333,86.56983333
2012 CTD files/6659/187-12_6659/raw/M110_186_12026_6599.cnv,m110,2018-04-20T00:00:00Z,omega,110,43.19983333,86.56983333
2012 CTD files/6659/187-12_6659/raw/M15_186_12024_6599.bin.cnv,m15,2012-07-04T00:00:00Z,alpha,17,43.18816667,86.344
2012 CTD files/6659/187-12_6659/raw/M15_186_12024_6599.cnv,m15,2012-07-04T00:00:00Z,alpha,17,43.18816667,86.344
2012 CTD files/6659/187-12_6659/raw/M45_186_12025_6599.bin.cnv,m45,2012-07-04T00:00:00Z,beta,45,43.20616667,86.44966667
2012 CTD files/6659/187-12_6659/raw/M45_186_12025_6599.cnv,m45,2012-07-04T00:00:00Z,beta,45,43.20616667,86.44966667
2012 CTD files/6659/208-12_6659/raw/208_7-26-12_m110.bin.cnv,m110,2012-07-26T00:00:00Z,omega,110,43.19983333,86.56983333
2012 CTD files/6659/208-12_6659/raw/208_7-26-12_m110.cnv,m110,2012-07-26T00:00:00Z,omega,110,43.19983333,86.56983333
2012 CTD files/6659/208-12_6659/raw/208_7-26-12_m15.bin.cnv,m15,2012-07-26T00:00:00Z,alpha,17,43.18816667,86.344
2012 CTD files/6659/208-12_6659/raw/208_7-26-12_m15.cnv,m15,2012-07-26T00:00:00Z,alpha,17,43.18816667,86.344
2012 CTD files/6659/208-12_6659/raw/208_7-26-12_m45.bin.cnv,m45,2012-07-26T00:00:00Z,beta,45,43.20616667,86.44966667
2012 CTD files/6659/208-12_6659/raw/208_7-26-12_m45.cnv,m45,2012-07-26T00:00:00Z,beta,45,43.20616667,86.44966667
2012 CTD files/6659/208-12_6659/raw/208_7-26-12_Moffshore.bin.cnv,moffshor,2012-07-26T00:00:00Z,NA,NA,NA,NA
2012 CTD files/6659/208-12_6659/raw/208_7-26-12_Moffshore.cnv,moffshor,2012-07-26T00:00:00Z,NA,NA,NA,NA
2012 CTD files/6659/220-12_6659/raw/219_M110041.bin.cnv,m110,2012-08-07T00:00:00Z,omega,110,43.19983333,86.56983333
2012 CTD files/6659/220-12_6659/raw/219_M110041.cnv,m110,2012-08-07T00:00:00Z,omega,110,43.19983333,86.56983333
2012 CTD files/6659/220-12_6659/raw/219_M15039.bin.cnv,m15,2012-08-07T00:00:00Z,alpha,17,43.18816667,86.344
2012 CTD files/6659/220-12_6659/raw/219_M15039.cnv,m15,2012-08-07T00:00:00Z,alpha,17,43.18816667,86.344
2012 CTD files/6659/220-12_6659/raw/219_M45040.bin.cnv,m45,2012-08-07T00:00:00Z,beta,45,43.20616667,86.44966667
2012 CTD files/6659/220-12_6659/raw/219_M45040.cnv,m45,2012-08-07T00:00:00Z,beta,45,43.20616667,86.44966667
2012 CTD files/6659/226-12_6659/raw/226-12_8-13-2012_6659_GH110.bin.cnv,gh110,2012-08-13T00:00:00Z,NA,NA,NA,NA
2012 CTD files/6659/226-12_6659/raw/226-12_8-13-2012_6659_GH110.cnv,gh110,2012-08-13T00:00:00Z,NA,NA,NA,NA
2012 CTD files/6659/226-12_6659/raw/226-12_8-13-2012_6659_GH45.bin.cnv,gh45,2012-08-13T00:00:00Z,gh45,45,43.0414,86.3332
2012 CTD files/6659/226-12_6659/raw/226-12_8-13-2012_6659_GH45.cnv,gh45,2012-08-13T00:00:00Z,gh45,45,43.0414,86.3332
2012 CTD files/6659/226-12_6659/raw/226-12_8-13-2012_6659_M110.bin.cnv,m110,2012-08-13T00:00:00Z,omega,110,43.19983333,86.56983333
2012 CTD files/6659/226-12_6659/raw/226-12_8-13-2012_6659_M110.cnv,m110,2012-08-13T00:00:00Z,omega,110,43.19983333,86.56983333
2012 CTD files/6659/226-12_6659/raw/226-12_8-13-2012_6659_M45.bin.cnv,m45,2012-08-13T00:00:00Z,beta,45,43.20616667,86.44966667
2012 CTD files/6659/226-12_6659/raw/226-12_8-13-2012_6659_M45.cnv,m45,2012-08-13T00:00:00Z,beta,45,43.20616667,86.44966667
2012 CTD files/6659/248-12_6659/raw/248_9-4-12_6659_alpha.bin.cnv,alpha,2012-09-04T00:00:00Z,alpha,17,43.18816667,86.344
2012 CTD files/6659/248-12_6659/raw/248_9-4-12_6659_alpha.cnv,alpha,2012-09-04T00:00:00Z,alpha,17,43.18816667,86.344
2012 CTD files/6659/248-12_6659/raw/248_9-4-12_6659_beta.bin.cnv,beta,2012-09-04T00:00:00Z,beta,45,43.20616667,86.44966667
2012 CTD files/6659/248-12_6659/raw/248_9-4-12_6659_beta.cnv,beta,2012-09-04T00:00:00Z,beta,45,43.20616667,86.44966667
2012 CTD files/6659/248-12_6659/raw/248_9-4-12_6659_omega.bin.cnv,omega,2012-09-04T00:00:00Z,omega,110,43.19983333,86.56983333
2012 CTD files/6659/248-12_6659/raw/248_9-4-12_6659_omega.cnv,omega,2012-09-04T00:00:00Z,omega,110,43.19983333,86.56983333
2012 CTD files/6659/310-12_6659/Raw/310-12_11-5-2012_6659_Alpha.bin.cnv,alpha,2012-11-05T00:00:00Z,alpha,17,43.18816667,86.344
2012 CTD files/6659/310-12_6659/Raw/310-12_11-5-2012_6659_Alpha.cnv,alpha,2012-11-05T00:00:00Z,alpha,17,43.18816667,86.344
2012 CTD files/6659/310-12_6659/Raw/310-12_11-5-2012_6659_Beta.bin.cnv,beta,2012-11-05T00:00:00Z,beta,45,43.20616667,86.44966667
2012 CTD files/6659/310-12_6659/Raw/310-12_11-5-2012_6659_Beta.cnv,beta,2012-11-05T00:00:00Z,beta,45,43.20616667,86.44966667
2012 CTD files/6659/310-12_6659/Raw/310-12_11-5-2012_6659_Omega.bin.cnv,omega,2012-11-05T00:00:00Z,omega,110,43.19983333,86.56983333
2012 CTD files/6659/310-12_6659/Raw/310-12_11-5-2012_6659_Omega.cnv,omega,2012-11-05T00:00:00Z,omega,110,43.19983333,86.56983333
2012 CTD files/6659/351-12_6659/raw/Alpha_351-12_6659.bin.cnv,alpha,2012-12-16T00:00:00Z,alpha,17,43.18816667,86.344
2012 CTD files/6659/351-12_6659/raw/Alpha_351-12_6659.cnv,alpha,2012-12-16T00:00:00Z,alpha,17,43.18816667,86.344
2012 CTD files/6659/351-12_6659/raw/Beta_351-12_6659.bin.cnv,beta,2012-12-16T00:00:00Z,beta,45,43.20616667,86.44966667
2012 CTD files/6659/351-12_6659/raw/Beta_351-12_6659.cnv,beta,2012-12-16T00:00:00Z,beta,45,43.20616667,86.44966667
2012 CTD files/6659/351-12_6659/raw/Omega_351-12_6659.bin.cnv,omega,2012-12-16T00:00:00Z,omega,110,43.19983333,86.56983333
2012 CTD files/6659/351-12_6659/raw/Omega_351-12_6659.cnv,omega,2012-12-16T00:00:00Z,omega,110,43.19983333,86.56983333
2013 CTD files/6659/015-2013/raw/015-13_1-15-2013_6659_Alpha.bin.cnv,alpha,2013-01-15T00:00:00Z,alpha,17,43.18816667,86.344
2013 CTD files/6659/015-2013/raw/015-13_1-15-2013_6659_Alpha.cnv,alpha,2013-01-15T00:00:00Z,alpha,17,43.18816667,86.344
2013 CTD files/6659/015-2013/raw/015-13_1-15-2013_6659_Beta.bin.cnv,beta,2013-01-15T00:00:00Z,beta,45,43.20616667,86.44966667
2013 CTD files/6659/015-2013/raw/015-13_1-15-2013_6659_Beta.cnv,beta,2013-01-15T00:00:00Z,beta,45,43.20616667,86.44966667
2013 CTD files/6659/015-2013/raw/015-13_1-15-2013_6659_Omega.bin.cnv,omega,2013-01-15T00:00:00Z,omega,110,43.19983333,86.56983333
2013 CTD files/6659/015-2013/raw/015-13_1-15-2013_6659_Omega.cnv,omega,2013-01-15T00:00:00Z,omega,110,43.19983333,86.56983333
2013 CTD files/758/073-13/raw/073-13_3-14-2013_0758_Alpha.bin.cnv,alpha,2013-03-14T00:00:00Z,alpha,17,43.18816667,86.344
2013 CTD files/758/073-13/raw/073-13_3-14-2013_0758_Alpha.cnv,alpha,2013-03-14T00:00:00Z,alpha,17,43.18816667,86.344
2013 CTD files/758/073-13/raw/073-13_3-14-2013_0758_Beta.cnv,beta,2013-03-14T00:00:00Z,beta,45,43.20616667,86.44966667
2013 CTD files/758/073-13/raw/073-13_3-14-2013_0758Beta.bin.cnv,beta,2013-03-14T00:00:00Z,beta,45,43.20616667,86.44966667
2013 CTD files/758/073-13/raw/073-13_3-14-2013_0758Omega.bin.cnv,omega,2013-03-14T00:00:00Z,omega,110,43.19983333,86.56983333
2013 CTD files/758/073-13/raw/073-13_3-14-2013_0758Omega.cnv,omega,2013-03-14T00:00:00Z,omega,110,43.19983333,86.56983333
2013 CTD files/758/105-13/raw/758_105-13_Alpha.bin.cnv,alpha,2013-04-15T00:00:00Z,alpha,17,43.18816667,86.344
2013 CTD files/758/105-13/raw/758_105-13_Alpha.cnv,alpha,2013-04-15T00:00:00Z,alpha,17,43.18816667,86.344
2013 CTD files/758/105-13/raw/758_105-13_Beta.bin.cnv,beta,2013-04-15T00:00:00Z,beta,45,43.20616667,86.44966667
2013 CTD files/758/105-13/raw/758_105-13_Beta.cnv,beta,2013-04-15T00:00:00Z,beta,45,43.20616667,86.44966667
2013 CTD files/758/105-13/raw/758_105-13_Omega.bin.cnv,omega,2013-04-15T00:00:00Z,omega,110,43.19983333,86.56983333
2013 CTD files/758/105-13/raw/758_105-13_Omega.cnv,omega,2013-04-15T00:00:00Z,omega,110,43.19983333,86.56983333
2013 CTD files/758/105-13/raw/758_105-13_X2.bin.cnv,x2,2013-04-15T00:00:00Z,NA,NA,NA,NA
2013 CTD files/758/105-13/raw/758_105-13_X2.cnv,x2,2013-04-15T00:00:00Z,NA,NA,NA,NA
2013 CTD files/758/105-13/raw/758_105-M25.bin.cnv,m25,2013-04-15T00:00:00Z,NA,NA,NA,NA
2013 CTD files/758/105-13/raw/758_105-M25.cnv,m25,2013-04-15T00:00:00Z,NA,NA,NA,NA
2013 CTD files/758/106-13/raw/758_106-13_Alpha.bin.cnv,alpha,2013-04-16T00:00:00Z,alpha,17,43.18816667,86.344
2013 CTD files/758/106-13/raw/758_106-13_Alpha.cnv,alpha,2013-04-16T00:00:00Z,alpha,17,43.18816667,86.344
2013 CTD files/758/106-13/raw/758_106-13_Beta.bin.cnv,beta,2013-04-16T00:00:00Z,beta,45,43.20616667,86.44966667
2013 CTD files/758/106-13/raw/758_106-13_Beta.cnv,beta,2013-04-16T00:00:00Z,beta,45,43.20616667,86.44966667
2013 CTD files/758/106-13/raw/758_106-13_Omega.bin.cnv,omega,2013-04-16T00:00:00Z,omega,110,43.19983333,86.56983333
2013 CTD files/758/106-13/raw/758_106-13_Omega.cnv,omega,2013-04-16T00:00:00Z,omega,110,43.19983333,86.56983333
2013 CTD files/758/129-13/cnv/5-09-13_M110.cnv,m110,2013-05-09T00:00:00Z,omega,110,43.19983333,86.56983333
2013 CTD files/758/129-13/cnv/5-09-13_M15.cnv,m15,2013-05-09T00:00:00Z,alpha,17,43.18816667,86.344
2013 CTD files/758/129-13/cnv/5-09-13_M45.cnv,m45,2013-05-09T00:00:00Z,beta,45,43.20616667,86.44966667
2013 CTD files/758/203-13/cnv/7-22-13_M110.cnv,m110,2013-07-22T00:00:00Z,omega,110,43.19983333,86.56983333
2013 CTD files/758/203-13/cnv/7-22-13_M15.cnv,m15,2013-07-22T00:00:00Z,alpha,17,43.18816667,86.344
2013 CTD files/758/203-13/cnv/7-22-13_M45.cnv,m45,2013-07-22T00:00:00Z,beta,45,43.20616667,86.44966667
2013 CTD files/758/217-13/cnv/217_80513_0758_M110.cnv,m110,1980-08-04T00:00:00Z,omega,110,43.19983333,86.56983333
2013 CTD files/758/217-13/cnv/217_80513_0758_M15.cnv,m15,1980-08-04T00:00:00Z,alpha,17,43.18816667,86.344
2013 CTD files/758/217-13/cnv/217_80513_0758_M45.cnv,m45,1980-08-04T00:00:00Z,beta,45,43.20616667,86.44966667
2013 CTD files/758/248-13/cnv/248_90513_0758_M15.cnv,m15,1990-09-05T00:00:00Z,alpha,17,43.18816667,86.344
2013 CTD files/758/248-13/cnv/248_90513_0758_StaB.cnv,stab,1990-09-05T00:00:00Z,omega,110,43.19983333,86.56983333
2013 CTD files/758/248-13/cnv/248_90513_0758_StaD.cnv,stad,1990-09-05T00:00:00Z,beta,45,43.20616667,86.44966667
2013 CTD files/758/261-13/cnv/261_91813_0758_M15.cnv,m15,1991-09-18T00:00:00Z,alpha,17,43.18816667,86.344
2013 CTD files/758/301-13/cnv/301_102813_0758_M15.cnv,m15,2010-10-28T00:00:00Z,alpha,17,43.18816667,86.344
2013 CTD files/758/301-13/cnv/301_102813_0758_M15_Nathan.cnv,m15,2010-10-28T00:00:00Z,alpha,17,43.18816667,86.344
2013 CTD files/758/301-13/cnv/301_102813_0758_M45.cnv,m45,2010-10-28T00:00:00Z,beta,45,43.20616667,86.44966667
2013 CTD files/758/302-13/cnv/302_102913_0758_M110.cnv,m110,2010-10-29T00:00:00Z,omega,110,43.19983333,86.56983333
2013 CTD files/758/302-13/cnv/302_102913_0758_M110x.cnv,m110,2010-10-29T00:00:00Z,omega,110,43.19983333,86.56983333
2013 CTD files/758/302-13/cnv/302_102913_0758_M45_day.cnv,m45,2010-10-29T00:00:00Z,beta,45,43.20616667,86.44966667
2013 CTD files/758/302-13/cnv/302_10292013_0758_M45_night.cnv,m45,2010-10-29T00:00:00Z,beta,45,43.20616667,86.44966667
2013 CTD files/758/325-13/cnv/325_112113_0758_M110_day.cnv,m110,2011-11-21T00:00:00Z,omega,110,43.19983333,86.56983333
2013 CTD files/758/325-13/cnv/325_112113_0758_M110_night.cnv,m110,2011-11-21T00:00:00Z,omega,110,43.19983333,86.56983333
2013 CTD files/758/325-13/cnv/325_112113_0758_M15_day.cnv,m15,2011-11-21T00:00:00Z,alpha,17,43.18816667,86.344
2013 CTD files/758/325-13/cnv/325_112113_0758_M15_night.cnv,m15,2011-11-21T00:00:00Z,alpha,17,43.18816667,86.344
2013 CTD files/758/325-13/cnv/325_112113_0758_M45_day.cnv,m45,2011-11-21T00:00:00Z,beta,45,43.20616667,86.44966667
2013 CTD files/758/325-13/cnv/325_112113_0758_M45_night.cnv,m45,2011-11-21T00:00:00Z,beta,45,43.20616667,86.44966667
2013 CTD files/758/336-13/cnv/336_120213_0758_M110.cnv,m110,2012-12-01T00:00:00Z,omega,110,43.19983333,86.56983333
2013 CTD files/758/336-13/cnv/336_120213_0758_M15_day.cnv,m15,2012-12-01T00:00:00Z,alpha,17,43.18816667,86.344
2013 CTD files/758/336-13/cnv/336_120213_0758_M15_night.cnv,m15,2012-12-01T00:00:00Z,alpha,17,43.18816667,86.344
2013 CTD files/758/336-13/cnv/336_120213_0758_M45_day.cnv,m45,2012-12-01T00:00:00Z,beta,45,43.20616667,86.44966667
2013 CTD files/758/336-13/cnv/336_120213_0758_M45_night.cnv,m45,2012-12-01T00:00:00Z,beta,45,43.20616667,86.44966667
2014 CTD files/0758/Pothoven/169-14/cnv/M110_61814.cnv,m110,2061-04-20T00:00:00Z,omega,110,43.19983333,86.56983333
2014 CTD files/0758/Pothoven/169-14/cnv/M15_61914.cnv,m15,2014-06-18T00:00:00Z,alpha,17,43.18816667,86.344
2014 CTD files/0758/Pothoven/169-14/cnv/M45_61914.cnv,m45,2014-06-18T00:00:00Z,beta,45,43.20616667,86.44966667
2014 CTD files/0758/Pothoven/217-14/cnv/85_m110.cnv,m110,2014-08-05T00:00:00Z,omega,110,43.19983333,86.56983333
