cnvFiles,siteID,sampleDateTime,SITE_ID,stationDepth,Latitude,Longitude
2019 CTD files/1635/11-18-19/cnv/Leg C.cnv,legc,2019-11-18T00:00:00Z,c1,12,43.22016667,86.35416667
2019 CTD files/1635/11-18-19/cnv/Leg D.cnv,legd,2019-11-18T00:00:00Z,d1,10,43.14233333,86.29933333
2019 CTD files/1635/11-18-19/cnv/Leg E.cnv,lege,2019-11-18T00:00:00Z,e1,10,43.05366667,86.26283333
2019 CTD files/1635/11-18-19/cnv/M15.cnv,m15,2019-11-18T00:00:00Z,alpha,17,43.18816667,86.344
2019 CTD files/1635/11-19-19/cnv/M110.cnv,m110,2019-11-19T00:00:00Z,omega,110,43.19983333,86.56983333
2019 CTD files/1635/11-19-19/cnv/M45.cnv,m45,2019-11-19T00:00:00Z,beta,45,43.20616667,86.44966667
2019 CTD files/1635/12-17-19/cnv/GH15.cnv,gh15,2019-12-17T00:00:00Z,gh15,15,43.07281667,86.27886667
2019 CTD files/1635/12-17-19/cnv/Leg C.cnv,legc,2019-12-17T00:00:00Z,c1,12,43.22016667,86.35416667
2019 CTD files/1635/12-17-19/cnv/Leg D.cnv,legd,2019-12-17T00:00:00Z,d1,10,43.14233333,86.29933333
2019 CTD files/1635/12-17-19/cnv/Leg E.cnv,lege,2019-12-17T00:00:00Z,e1,10,43.05366667,86.26283333
2019 CTD files/1635/12-17-19/cnv/M110.cnv,m110,2019-12-17T00:00:00Z,omega,110,43.19983333,86.56983333
2019 CTD files/1635/12-17-19/cnv/M15.cnv,m15,2019-12-17T00:00:00Z,alpha,17,43.18816667,86.344
2019 CTD files/1635/12-17-19/cnv/M45.cnv,m45,2019-12-17T00:00:00Z,beta,45,43.20616667,86.44966667
2019 CTD files/Laurentian/Hank_Spatial_2019/4 April Thermal Bar/cnv/M10_04_30_2019_day.cnv,m10,2030-10-04T00:00:00Z,NA,NA,NA,NA
2019 CTD files/Laurentian/Hank_Spatial_2019/4 April Thermal Bar/cnv/M110_04_30_2019_day.cnv,m110,2030-10-04T00:00:00Z,omega,110,43.19983333,86.56983333
2019 CTD files/Laurentian/Hank_Spatial_2019/4 April Thermal Bar/cnv/MuskLake_05_02_2019_day.cnv,musklak,2020-05-02T00:00:00Z,omega,110,43.19983333,86.56983333
2019 CTD files/Laurentian/Hank_Spatial_2019/5 May Spatial/cnv/M110_05_14_2019_Day.cnv,m110,2014-10-05T00:00:00Z,omega,110,43.19983333,86.56983333
2019 CTD files/Laurentian/Hank_Spatial_2019/5 May Spatial/cnv/M110_05_14_2019_Night.cnv,m110,2014-10-05T00:00:00Z,omega,110,43.19983333,86.56983333
2019 CTD files/Laurentian/Hank_Spatial_2019/5 May Spatial/cnv/M110_05_14_2019_NightDiel.cnv,m110,2014-10-05T00:00:00Z,omega,110,43.19983333,86.56983333
2019 CTD files/Laurentian/Hank_Spatial_2019/5 May Spatial/cnv/M110_05_15_2019_DayDiel.cnv,m110,2015-10-05T00:00:00Z,omega,110,43.19983333,86.56983333
2019 CTD files/Laurentian/Hank_Spatial_2019/5 May Spatial/cnv/MuskLk_05_13_2019_Day.cnv,musklk,2020-05-13T00:00:00Z,omega,110,43.19983333,86.56983333
2019 CTD files/Laurentian/Hank_Spatial_2019/5 May Spatial/cnv/TB_35m_05_14_2019_Night.cnv,tb,2020-05-14T00:00:00Z,NA,NA,NA,NA
2019 CTD files/Laurentian/Hank_Spatial_2019/5 May Spatial/cnv/TB_35m_05_15_2019_Night.cnv,tb,2020-05-15T00:00:00Z,NA,NA,NA,NA
2019 CTD files/Laurentian/Hank_Spatial_2019/5 May Spatial/cnv/TB_35m_05_16_2019_Day.cnv,tb,2020-05-16T00:00:00Z,NA,NA,NA,NA
2019 CTD files/Laurentian/Hank_Spatial_2019/6 June Spatial/cnv/MuskLk_06_17_2019_Day.cnv,musklk,2020-06-17T00:00:00Z,omega,110,43.19983333,86.56983333
2019 CTD files/Laurentian/Pothoven_2019/5_21_19/cnv/m15.cnv,m15,2019-05-21T00:00:00Z,alpha,17,43.18816667,86.344
2019 CTD files/Laurentian/Pothoven_2019/5_21_19/cnv/M45.cnv,m45,2019-05-21T00:00:00Z,beta,45,43.20616667,86.44966667
2019 CTD files/Laurentian/Pothoven_2019/5_21_19/cnv/Omega.cnv,omega,2019-05-21T00:00:00Z,omega,110,43.19983333,86.56983333
2019 CTD files/Laurentian/Pothoven_2019/5_6_19/cnv/GH 15.cnv,gh15,2019-05-06T00:00:00Z,gh15,15,43.07281667,86.27886667
2019 CTD files/Laurentian/Pothoven_2019/5_6_19/cnv/Leg C.cnv,legc,2019-05-06T00:00:00Z,c1,12,43.22016667,86.35416667
2019 CTD files/Laurentian/Pothoven_2019/5_6_19/cnv/Leg D.cnv,legd,2019-05-06T00:00:00Z,d1,10,43.14233333,86.29933333
2019 CTD files/Laurentian/Pothoven_2019/5_6_19/cnv/leg E.cnv,lege,2019-05-06T00:00:00Z,e1,10,43.05366667,86.26283333
2019 CTD files/Laurentian/Pothoven_2019/5_6_19/cnv/m110.cnv,m110,2019-05-06T00:00:00Z,omega,110,43.19983333,86.56983333
2019 CTD files/Laurentian/Pothoven_2019/5_6_19/cnv/M15.cnv,m15,2019-05-06T00:00:00Z,alpha,17,43.18816667,86.344
2019 CTD files/Laurentian/Pothoven_2019/5_6_19/cnv/M45.cnv,m45,2019-05-06T00:00:00Z,beta,45,43.20616667,86.44966667
2019 CTD files/Laurentian/Pothoven_2019/6_11_19/cnv/GH 15.cnv,gh15,2019-06-11T00:00:00Z,gh15,15,43.07281667,86.27886667
2019 CTD files/Laurentian/Pothoven_2019/6_11_19/cnv/Leg C.cnv,legc,2019-06-11T00:00:00Z,c1,12,43.22016667,86.35416667
2019 CTD files/Laurentian/Pothoven_2019/6_11_19/cnv/leg d.cnv,legd,2019-06-11T00:00:00Z,d1,10,43.14233333,86.29933333
2019 CTD files/Laurentian/Pothoven_2019/6_11_19/cnv/Leg E.cnv,lege,2019-06-11T00:00:00Z,e1,10,43.05366667,86.26283333
2019 CTD files/Laurentian/Pothoven_2019/6_11_19/cnv/m110.cnv,m110,2019-06-11T00:00:00Z,omega,110,43.19983333,86.56983333
2019 CTD files/Laurentian/Pothoven_2019/6_11_19/cnv/M15.cnv,m15,2019-06-11T00:00:00Z,alpha,17,43.18816667,86.344
2019 CTD files/Laurentian/Pothoven_2019/6_11_19/cnv/M45.cnv,m45,2019-06-11T00:00:00Z,beta,45,43.20616667,86.44966667
2019 CTD files/Laurentian/Pothoven_2019/6_27_19/cnv/m110.cnv,m110,2019-06-27T00:00:00Z,omega,110,43.19983333,86.56983333
2019 CTD files/Laurentian/Pothoven_2019/6_27_19/cnv/m15.cnv,m15,2019-06-27T00:00:00Z,alpha,17,43.18816667,86.344
2019 CTD files/Laurentian/Pothoven_2019/6_27_19/cnv/M45.cnv,m45,2019-06-27T00:00:00Z,beta,45,43.20616667,86.44966667
2019 CTD files/Laurentian/Pothoven_2019/7_8_19/cnv/GH15.cnv,gh15,2019-07-08T00:00:00Z,gh15,15,43.07281667,86.27886667
2019 CTD files/Laurentian/Pothoven_2019/7_8_19/cnv/leg C.cnv,legc,2019-07-08T00:00:00Z,c1,12,43.22016667,86.35416667
2019 CTD files/Laurentian/Pothoven_2019/7_8_19/cnv/leg D.cnv,legd,2019-07-08T00:00:00Z,d1,10,43.14233333,86.29933333
2019 CTD files/Laurentian/Pothoven_2019/7_8_19/cnv/Leg E.cnv,lege,2019-07-08T00:00:00Z,e1,10,43.05366667,86.26283333
2019 CTD files/Laurentian/Pothoven_2019/7_8_19/cnv/M15.cnv,m15,2019-07-08T00:00:00Z,alpha,17,43.18816667,86.344
2019 CTD files/Laurentian/Pothoven_2019/7_9_19/cnv/m110.cnv,m110,2019-07-09T00:00:00Z,omega,110,43.19983333,86.56983333
2019 CTD files/Laurentian/Pothoven_2019/7_9_19/cnv/M15.cnv,m15,2019-07-09T00:00:00Z,alpha,17,43.18816667,86.344
2019 CTD files/Laurentian/Pothoven_2019/7_9_19/cnv/m45.cnv,m45,2019-07-09T00:00:00Z,beta,45,43.20616667,86.44966667
2020 CTD files/1635/210-20/cnv/M25.cnv,m25,2020-07-28T00:00:00Z,NA,NA,NA,NA
2020 CTD files/1635/210-20/cnv/M45.cnv,m45,2020-07-28T00:00:00Z,beta,45,43.20616667,86.44966667
2020 CTD files/1635/210-20/cnv/X2.cnv,x2,2020-07-28T00:00:00Z,NA,NA,NA,NA
2020 CTD files/1635/224_20/cnv/224_M110.cnv,m110,2020-08-11T00:00:00Z,omega,110,43.19983333,86.56983333
2020 CTD files/1635/224_20/cnv/224_M15.cnv,m15,2020-08-11T00:00:00Z,alpha,17,43.18816667,86.344
2020 CTD files/1635/224_20/cnv/224_M45.cnv,m45,2020-08-11T00:00:00Z,beta,45,43.20616667,86.44966667
2020 CTD files/1635/225_20/cnv/224_M110Tstring.cnv,m110,2020-08-12T00:00:00Z,omega,110,43.19983333,86.56983333
2020 CTD files/1635/225_20/cnv/225_M110.cnv,m110,2020-08-12T00:00:00Z,omega,110,43.19983333,86.56983333
2020 CTD files/1635/225_20/cnv/225_M110X.cnv,m110,2020-08-12T00:00:00Z,omega,110,43.19983333,86.56983333
2020 CTD files/1635/225_20/cnv/225_M15.cnv,m15,2020-08-12T00:00:00Z,alpha,17,43.18816667,86.344
2020 CTD files/1635/225_20/cnv/225_M45.cnv,m45,2020-08-12T00:00:00Z,beta,45,43.20616667,86.44966667
2020 CTD files/1635/282_20/cnv/282_M110.cnv,m110,2020-10-08T00:00:00Z,omega,110,43.19983333,86.56983333
2020 CTD files/1635/282_20/cnv/282_M110X.cnv,m110,2020-10-08T00:00:00Z,omega,110,43.19983333,86.56983333
2020 CTD files/1635/282_20/cnv/282_M45.cnv,m45,2020-10-08T00:00:00Z,beta,45,43.20616667,86.44966667
2020 CTD files/1635/282_20/cnv/282_M45X.cnv,m45,2020-10-08T00:00:00Z,beta,45,43.20616667,86.44966667
2020 CTD files/1635/282_20/cnv/282_X2.cnv,x2,2020-10-08T00:00:00Z,NA,NA,NA,NA
2020 CTD files/6659/Pothoven/293-20/cnv/SBE19plus_01906659_2020_10_27_0001.cnv,sbe,2020-10-19T00:00:00Z,NA,NA,NA,NA
2020 CTD files/6659/Pothoven/326-20/cnv/SBE19plus_01906659_2020_11_21_20_0001.cnv,sbe,2020-11-21T00:00:00Z,NA,NA,NA,NA
2020 CTD files/6659/Pothoven/326-20/cnv/SBE19plus_01906659_2020_11_21_20_0002.cnv,sbe,2020-11-21T00:00:00Z,NA,NA,NA,NA
2020 CTD files/6659/Pothoven/326-20/cnv/SBE19plus_01906659_2020_11_21_20_0003.cnv,sbe,2020-11-21T00:00:00Z,NA,NA,NA,NA
2020 CTD files/6659/Pothoven/326-20/cnv/SBE19plus_01906659_2020_11_21_20_0004.cnv,sbe,2020-11-21T00:00:00Z,NA,NA,NA,NA
2021 CTD files/6659/Pothoven/10-13-21/cnv/SBE19plus_01906659_2021_10_22_0001.cnv,sbe,2013-01-10T00:00:00Z,NA,NA,NA,NA
2021 CTD files/6659/Pothoven/10-13-21/cnv/SBE19plus_01906659_2021_10_22_0002.cnv,sbe,2013-01-10T00:00:00Z,NA,NA,NA,NA
2021 CTD files/6659/Pothoven/10-13-21/cnv/SBE19plus_01906659_2021_10_22_0003.cnv,sbe,2013-01-10T00:00:00Z,NA,NA,NA,NA
2021 CTD files/6659/Pothoven/10-13-21/cnv/SBE19plus_01906659_2021_10_22_0004.cnv,sbe,2013-01-10T00:00:00Z,NA,NA,NA,NA
2021 CTD files/6659/Pothoven/10-13-21/cnv/SBE19plus_01906659_2021_10_22_0005.cnv,sbe,2013-01-10T00:00:00Z,NA,NA,NA,NA
2021 CTD files/6659/Pothoven/10-18-21/cnv/SBE19plus_01906659_2021_10_22_0006.cnv,sbe,2018-01-10T00:00:00Z,NA,NA,NA,NA
2021 CTD files/6659/Pothoven/10-18-21/cnv/SBE19plus_01906659_2021_10_22_0007.cnv,sbe,2018-01-10T00:00:00Z,NA,NA,NA,NA
2021 CTD files/6659/Pothoven/10-18-21/cnv/SBE19plus_01906659_2021_10_22_0008.cnv,sbe,2018-01-10T00:00:00Z,NA,NA,NA,NA
2021 CTD files/6659/Pothoven/10-18-21/cnv/SBE19plus_01906659_2021_10_22_0009.cnv,sbe,2018-01-10T00:00:00Z,NA,NA,NA,NA
2021 CTD files/6659/Pothoven/10-18-21/cnv/SBE19plus_01906659_2021_10_22_0010.cnv,sbe,2018-01-10T00:00:00Z,NA,NA,NA,NA
2021 CTD files/6659/Pothoven/10-27-21/cnv/SBE19plus_01906659_2021_12_21_0001.cnv,sbe,2027-01-10T00:00:00Z,NA,NA,NA,NA
2021 CTD files/6659/Pothoven/10-27-21/cnv/SBE19plus_01906659_2021_12_21_0002.cnv,sbe,2027-01-10T00:00:00Z,NA,NA,NA,NA
2021 CTD files/6659/Pothoven/10-27-21/cnv/SBE19plus_01906659_2021_12_21_0003.cnv,sbe,2027-01-10T00:00:00Z,NA,NA,NA,NA
2021 CTD files/6659/Pothoven/11-3-21/cnv/SBE19plus_01906659_2021_12_21_0004.cnv,sbe,2021-11-03T00:00:00Z,NA,NA,NA,NA
2021 CTD files/6659/Pothoven/11-3-21/cnv/SBE19plus_01906659_2021_12_21_0005.cnv,sbe,2021-11-03T00:00:00Z,NA,NA,NA,NA
2021 CTD files/6659/Pothoven/11-3-21/cnv/SBE19plus_01906659_2021_12_21_0006.cnv,sbe,2021-11-03T00:00:00Z,NA,NA,NA,NA
2021 CTD files/6659/Pothoven/11-3-21/cnv/SBE19plus_01906659_2021_12_21_0007.cnv,sbe,2021-11-03T00:00:00Z,NA,NA,NA,NA
2021 CTD files/6659/Pothoven/11-3-21/cnv/SBE19plus_01906659_2021_12_21_0008.cnv,sbe,2021-11-03T00:00:00Z,NA,NA,NA,NA
2021 CTD files/6659/Pothoven/11-3-21/cnv/SBE19plus_01906659_2021_12_21_0009.cnv,sbe,2021-11-03T00:00:00Z,NA,NA,NA,NA
2021 CTD files/6659/Pothoven/11-3-21/cnv/SBE19plus_01906659_2021_12_21_0010.cnv,sbe,2021-11-03T00:00:00Z,NA,NA,NA,NA
2021 CTD files/6659/Pothoven/12-7-21/cnv/SBE19plus_01906659_2021_12_21_0011.cnv,sbe,2021-12-07T00:00:00Z,NA,NA,NA,NA
2021 CTD files/6659/Pothoven/12-7-21/cnv/SBE19plus_01906659_2021_12_21_0012.cnv,sbe,2021-12-07T00:00:00Z,NA,NA,NA,NA
2021 CTD files/6659/Pothoven/12-7-21/cnv/SBE19plus_01906659_2021_12_21_0013.cnv,sbe,2021-12-07T00:00:00Z,NA,NA,NA,NA
2021 CTD files/6659/Pothoven/12-7-21/cnv/SBE19plus_01906659_2021_12_21_0014.cnv,sbe,2021-12-07T00:00:00Z,NA,NA,NA,NA
2021 CTD files/6659/Pothoven/12-7-21/cnv/SBE19plus_01906659_2021_12_21_0015.cnv,sbe,2021-12-07T00:00:00Z,NA,NA,NA,NA
2021 CTD files/6659/Pothoven/12-8-21/cnv/SBE19plus_01906659_2021_12_21_0016.cnv,sbe,2021-12-08T00:00:00Z,NA,NA,NA,NA
2021 CTD files/6659/Pothoven/12-8-21/cnv/SBE19plus_01906659_2021_12_21_0017.cnv,sbe,2021-12-08T00:00:00Z,NA,NA,NA,NA
2021 CTD files/6659/Pothoven/12-8-21/cnv/SBE19plus_01906659_2021_12_21_0018.cnv,sbe,2021-12-08T00:00:00Z,NA,NA,NA,NA
2021 CTD files/6659/Pothoven/3-25-21/cnv/3-25-21_84-21_M110.cnv,m110,2021-03-25T00:00:00Z,omega,110,43.19983333,86.56983333
2021 CTD files/6659/Pothoven/3-25-21/cnv/3-25-21_84-21_M15.cnv,m15,2021-03-25T00:00:00Z,alpha,17,43.18816667,86.344
2021 CTD files/6659/Pothoven/3-25-21/cnv/3-25-21_84-21_M45.cnv,m45,2021-03-25T00:00:00Z,beta,45,43.20616667,86.44966667
2021 CTD files/6659/Pothoven/4-14-21/cnv/4-14-21_104-21_M110.cnv,m110,2021-04-14T00:00:00Z,omega,110,43.19983333,86.56983333
2021 CTD files/6659/Pothoven/4-14-21/cnv/4-14-21_104-21_M15.cnv,m15,2021-04-14T00:00:00Z,alpha,17,43.18816667,86.344
2021 CTD files/6659/Pothoven/4-14-21/cnv/4-14-21_104-21_M45.cnv,m45,2021-04-14T00:00:00Z,beta,45,43.20616667,86.44966667
2021 CTD files/6659/Pothoven/4-20-21/cnv/4-20-21_110-21_M110.cnv,m110,2021-04-20T00:00:00Z,omega,110,43.19983333,86.56983333
2021 CTD files/6659/Pothoven/4-20-21/cnv/4-20-21_110-21_M25.cnv,m25,2021-04-20T00:00:00Z,NA,NA,NA,NA
2021 CTD files/6659/Pothoven/4-20-21/cnv/4-20-21_110-21_M45.cnv,m45,2021-04-20T00:00:00Z,beta,45,43.20616667,86.44966667
2021 CTD files/6659/Pothoven/4-20-21/cnv/4-20-21_110-21_X2.cnv,x2,2021-04-20T00:00:00Z,NA,NA,NA,NA
2021 CTD files/6659/Pothoven/4-7-21/cnv/4-7-21_97-21_GH15.cnv,gh15,2021-04-07T00:00:00Z,gh15,15,43.07281667,86.27886667
2021 CTD files/6659/Pothoven/4-7-21/cnv/4-7-21_97-21_Leg C.cnv,legc,2021-04-07T00:00:00Z,c1,12,43.22016667,86.35416667
2021 CTD files/6659/Pothoven/4-7-21/cnv/4-7-21_97-21_Leg D.cnv,legd,2021-04-07T00:00:00Z,d1,10,43.14233333,86.29933333
2021 CTD files/6659/Pothoven/4-7-21/cnv/4-7-21_97-21_Leg E.cnv,lege,2021-04-07T00:00:00Z,e1,10,43.05366667,86.26283333
2021 CTD files/6659/Pothoven/4-7-21/cnv/4-7-21_97-21_M15.cnv,m15,2021-04-07T00:00:00Z,alpha,17,43.18816667,86.344
2021 CTD files/6659/Pothoven/5-17-21/cnv/SBE19plus_01906659_2021_05_27_0001.cnv,sbe,2021-01-17T00:00:00Z,NA,NA,NA,NA
2021 CTD files/6659/Pothoven/5-17-21/cnv/SBE19plus_01906659_2021_05_27_0002.cnv,sbe,2021-01-17T00:00:00Z,NA,NA,NA,NA
2021 CTD files/6659/Pothoven/5-17-21/cnv/SBE19plus_01906659_2021_05_27_0003.cnv,sbe,2021-01-17T00:00:00Z,NA,NA,NA,NA
2021 CTD files/6659/Pothoven/5-18-21/cnv/SBE19plus_01906659_2021_05_27_0004.cnv,sbe,2021-01-18T00:00:00Z,NA,NA,NA,NA
2021 CTD files/6659/Pothoven/5-18-21/cnv/SBE19plus_01906659_2021_05_27_0005.cnv,sbe,2021-01-18T00:00:00Z,NA,NA,NA,NA
2021 CTD files/6659/Pothoven/5-18-21/cnv/SBE19plus_01906659_2021_05_27_0006.cnv,sbe,2021-01-18T00:00:00Z,NA,NA,NA,NA
2021 CTD files/6659/Pothoven/5-18-21/cnv/SBE19plus_01906659_2021_05_27_0007.cnv,sbe,2021-01-18T00:00:00Z,NA,NA,NA,NA
2021 CTD files/6659/Pothoven/5-3-21/cnv/SBE19plus_01906659_2021_05_03_0001.cnv,sbe,2021-05-03T00:00:00Z,NA,NA,NA,NA
2021 CTD files/6659/Pothoven/5-3-21/cnv/SBE19plus_01906659_2021_05_03_0002.cnv,sbe,2021-05-03T00:00:00Z,NA,NA,NA,NA
2021 CTD files/6659/Pothoven/5-3-21/cnv/SBE19plus_01906659_2021_05_03_0003.cnv,sbe,2021-05-03T00:00:00Z,NA,NA,NA,NA
2021 CTD files/6659/Pothoven/5-3-21/cnv/SBE19plus_01906659_2021_05_03_0004.cnv,sbe,2021-05-03T00:00:00Z,NA,NA,NA,NA
2021 CTD files/6659/Pothoven/5-3-21/cnv/SBE19plus_01906659_2021_05_03_0005.cnv,sbe,2021-05-03T00:00:00Z,NA,NA,NA,NA
2021 CTD files/6659/Pothoven/5-3-21/cnv/SBE19plus_01906659_2021_05_03_0006.cnv,sbe,2021-05-03T00:00:00Z,NA,NA,NA,NA
2021 CTD files/6659/Pothoven/5-3-21/cnv/SBE19plus_01906659_2021_05_03_0007.cnv,sbe,2021-05-03T00:00:00Z,NA,NA,NA,NA
2021 CTD files/6659/Pothoven/6-1-21/cnv/SBE19plus_01906659_2021_06_21_0001.cnv,sbe,2021-06-01T00:00:00Z,NA,NA,NA,NA
2021 CTD files/6659/Pothoven/6-1-21/cnv/SBE19plus_01906659_2021_06_21_0002.cnv,sbe,2021-06-01T00:00:00Z,NA,NA,NA,NA
2021 CTD files/6659/Pothoven/6-1-21/cnv/SBE19plus_01906659_2021_06_21_0003.cnv,sbe,2021-06-01T00:00:00Z,NA,NA,NA,NA
2021 CTD files/6659/Pothoven/6-1-21/cnv/SBE19plus_01906659_2021_06_21_0004.cnv,sbe,2021-06-01T00:00:00Z,NA,NA,NA,NA
2021 CTD files/6659/Pothoven/6-1-21/cnv/SBE19plus_01906659_2021_06_21_0005.cnv,sbe,2021-06-01T00:00:00Z,NA,NA,NA,NA
2021 CTD files/6659/Pothoven/6-1-21/cnv/SBE19plus_01906659_2021_06_21_0006.cnv,sbe,2021-06-01T00:00:00Z,NA,NA,NA,NA
2021 CTD files/6659/Pothoven/6-1-21/cnv/SBE19plus_01906659_2021_06_21_0007.cnv,sbe,2021-06-01T00:00:00Z,NA,NA,NA,NA
2021 CTD files/6659/Pothoven/6-15-21/cnv/SBE19plus_01906659_2021_06_21_0021.cnv,sbe,2021-01-15T00:00:00Z,NA,NA,NA,NA
2021 CTD files/6659/Pothoven/6-15-21/cnv/SBE19plus_01906659_2021_06_21_0023.cnv,sbe,2021-01-15T00:00:00Z,NA,NA,NA,NA
2021 CTD files/6659/Pothoven/6-28-21/cnv/SBE19plus_01906659_2021_07_16_0001.cnv,sbe,2021-01-28T00:00:00Z,NA,NA,NA,NA
2021 CTD files/6659/Pothoven/6-28-21/cnv/SBE19plus_01906659_2021_07_16_0002.cnv,sbe,2021-01-28T00:00:00Z,NA,NA,NA,NA
2021 CTD files/6659/Pothoven/6-28-21/cnv/SBE19plus_01906659_2021_07_16_0003.cnv,sbe,2021-01-28T00:00:00Z,NA,NA,NA,NA
2021 CTD files/6659/Pothoven/7-12-21/cnv/SBE19plus_01906659_2021_07_16_0012.cnv,sbe,2021-01-12T00:00:00Z,NA,NA,NA,NA
2021 CTD files/6659/Pothoven/7-12-21/cnv/SBE19plus_01906659_2021_07_16_0013.cnv,sbe,2021-01-12T00:00:00Z,NA,NA,NA,NA
2021 CTD files/6659/Pothoven/7-12-21/cnv/SBE19plus_01906659_2021_07_16_0014.cnv,sbe,2021-01-12T00:00:00Z,NA,NA,NA,NA
2021 CTD files/6659/Pothoven/7-13-21/cnv/SBE19plus_01906659_2021_07_16_0015.cnv,sbe,2021-01-13T00:00:00Z,NA,NA,NA,NA
2021 CTD files/6659/Pothoven/7-13-21/cnv/SBE19plus_01906659_2021_07_16_0016.cnv,sbe,2021-01-13T00:00:00Z,NA,NA,NA,NA
2021 CTD files/6659/Pothoven/7-13-21/cnv/SBE19plus_01906659_2021_07_16_0017.cnv,sbe,2021-01-13T00:00:00Z,NA,NA,NA,NA
2021 CTD files/6659/Pothoven/7-13-21/cnv/SBE19plus_01906659_2021_07_16_0018.cnv,sbe,2021-01-13T00:00:00Z,NA,NA,NA,NA
2021 CTD files/6659/Pothoven/7-13-21/cnv/SBE19plus_01906659_2021_07_16_0019.cnv,sbe,2021-01-13T00:00:00Z,NA,NA,NA,NA
2021 CTD files/6659/Pothoven/7-13-21/cnv/SBE19plus_01906659_2021_07_16_0020.cnv,sbe,2021-01-13T00:00:00Z,NA,NA,NA,NA
2021 CTD files/6659/Pothoven/7-13-21/cnv/SBE19plus_01906659_2021_07_16_0021.cnv,sbe,2021-01-13T00:00:00Z,NA,NA,NA,NA
2021 CTD files/6659/Pothoven/7-13-21/cnv/SBE19plus_01906659_2021_07_16_0022.cnv,sbe,2021-01-13T00:00:00Z,NA,NA,NA,NA
2021 CTD files/6659/Pothoven/7-19-21/cnv/SBE19plus_01906659_2021_07_23_0001.cnv,sbe,2021-01-19T00:00:00Z,NA,NA,NA,NA
2021 CTD files/6659/Pothoven/7-19-21/cnv/SBE19plus_01906659_2021_07_23_0002.cnv,sbe,2021-01-19T00:00:00Z,NA,NA,NA,NA
2021 CTD files/6659/Pothoven/7-19-21/cnv/SBE19plus_01906659_2021_07_23_0003.cnv,sbe,2021-01-19T00:00:00Z,NA,NA,NA,NA
2021 CTD files/6659/Pothoven/7-19-21/cnv/SBE19plus_01906659_2021_07_23_0004.cnv,sbe,2021-01-19T00:00:00Z,NA,NA,NA,NA
2021 CTD files/6659/Pothoven/7-19-21/cnv/SBE19plus_01906659_2021_07_23_0005.cnv,sbe,2021-01-19T00:00:00Z,NA,NA,NA,NA
2021 CTD files/6659/Pothoven/7-19-21/cnv/SBE19plus_01906659_2021_07_23_0006.cnv,sbe,2021-01-19T00:00:00Z,NA,NA,NA,NA
2021 CTD files/6659/Pothoven/7-19-21/cnv/SBE19plus_01906659_2021_07_23_0007.cnv,sbe,2021-01-19T00:00:00Z,NA,NA,NA,NA
2021 CTD files/6659/Pothoven/7-19-21/cnv/SBE19plus_01906659_2021_07_23_0008.cnv,sbe,2021-01-19T00:00:00Z,NA,NA,NA,NA
2021 CTD files/6659/Pothoven/7-19-21/cnv/SBE19plus_01906659_2021_07_23_0009.cnv,sbe,2021-01-19T00:00:00Z,NA,NA,NA,NA
2021 CTD files/6659/Pothoven/7-19-21/cnv/SBE19plus_01906659_2021_07_23_0010.cnv,sbe,2021-01-19T00:00:00Z,NA,NA,NA,NA
2021 CTD files/6659/Pothoven/7-19-21/cnv/SBE19plus_01906659_2021_07_23_0011.cnv,sbe,2021-01-19T00:00:00Z,NA,NA,NA,NA
2021 CTD files/6659/Pothoven/8-10-21/cnv/SBE19plus_01906659_2021_08_23_0005.cnv,sbe,2021-01-10T00:00:00Z,NA,NA,NA,NA
2021 CTD files/6659/Pothoven/8-10-21/cnv/SBE19plus_01906659_2021_08_23_0006.cnv,sbe,2021-01-10T00:00:00Z,NA,NA,NA,NA
2021 CTD files/6659/Pothoven/8-10-21/cnv/SBE19plus_01906659_2021_08_23_0007.cnv,sbe,2021-01-10T00:00:00Z,NA,NA,NA,NA
2021 CTD files/6659/Pothoven/8-10-21/cnv/SBE19plus_01906659_2021_08_23_0008.cnv,sbe,2021-01-10T00:00:00Z,NA,NA,NA,NA
2021 CTD files/6659/Pothoven/8-10-21/cnv/SBE19plus_01906659_2021_08_23_0009.cnv,sbe,2021-01-10T00:00:00Z,NA,NA,NA,NA
2021 CTD files/6659/Pothoven/8-10-21/cnv/SBE19plus_01906659_2021_08_23_0010.cnv,sbe,2021-01-10T00:00:00Z,NA,NA,NA,NA
2021 CTD files/6659/Pothoven/8-10-21/cnv/SBE19plus_01906659_2021_08_23_0011.cnv,sbe,2021-01-10T00:00:00Z,NA,NA,NA,NA
2021 CTD files/6659/Pothoven/8-10-21/cnv/SBE19plus_01906659_2021_08_23_0012.cnv,sbe,2021-01-10T00:00:00Z,NA,NA,NA,NA
2021 CTD files/6659/Pothoven/8-17-21/cnv/SBE19plus_01906659_2021_08_23_0013.cnv,sbe,2021-01-17T00:00:00Z,NA,NA,NA,NA
2021 CTD files/6659/Pothoven/8-17-21/cnv/SBE19plus_01906659_2021_08_23_0014.cnv,sbe,2021-01-17T00:00:00Z,NA,NA,NA,NA
2021 CTD files/6659/Pothoven/8-17-21/cnv/SBE19plus_01906659_2021_08_23_0015.cnv,sbe,2021-01-17T00:00:00Z,NA,NA,NA,NA
2021 CTD files/6659/Pothoven/8-17-21/cnv/SBE19plus_01906659_2021_08_23_0016.cnv,sbe,2021-01-17T00:00:00Z,NA,NA,NA,NA
