Date,Port,Transect,Serial,Depth_m,Temp_C,Cond_uS_cm,Oxy_mg_L,pH,Turbidity_NTU,Fluor_relative,CDOM_mg_3,PAR_uEinsteins_m2
23-Jul-21,244,man30,666,34,5.432,186.47,13.169,9.094,0.329,1.448,3.618,11.891
23-Jul-21,244,man30,666,35,5.215,184.402,13.071,9.085,0.329,1.513,3.674,10.127
23-Jul-21,244,man30,666,36,4.955,184.172,13.12,9.063,0.322,1.488,3.594,8.776
23-Jul-21,244,man30,666,37,4.753,183.119,13.174,9.035,0.301,1.42,3.666,7.885
23-Jul-21,244,man30,666,38,4.578,181.346,13.077,9.011,0.301,1.357,3.476,6.921
23-Jul-21,244,man30,666,39,4.482,181.608,13.022,8.99,0.329,1.22,3.634,6.06
23-Jul-21,244,man30,666,40,4.404,180.657,12.982,8.969,0.269,1.056,3.697,5.468
23-Jul-21,244,man30,666,41,4.335,179.659,12.805,8.95,0.247,0.901,3.634,4.835
23-Jul-21,244,man30,666,42,4.29,180.265,12.712,8.938,0.247,0.741,3.95,4.378
23-Jul-21,244,man30,666,43,4.265,179.135,12.629,8.925,0.247,0.707,3.713,3.961
23-Jul-21,244,man30,666,44,4.246,179.133,12.449,8.914,0.274,0.616,3.713,3.551
23-Jul-21,244,man30,666,45,4.214,178.991,12.375,8.909,0.247,0.524,3.476,3.262
23-Jul-21,244,man30,666,46,4.205,178.391,12.281,8.901,0.219,0.456,3.713,2.987
23-Jul-21,244,man30,666,47,4.188,178.374,12.169,8.895,0.241,0.465,3.713,2.682
23-Jul-21,244,man30,666,48,4.175,178.351,12.151,8.888,0.219,0.422,3.792,2.45
23-Jul-21,244,man30,666,49,4.171,177.822,12.079,8.882,0.192,0.422,3.634,2.228
23-Jul-21,244,man30,666,50,4.163,177.923,11.985,8.878,0.212,0.405,3.752,2.039
23-Jul-21,244,man30,666,51,4.151,177.925,11.972,8.873,0.256,0.414,3.687,1.875
23-Jul-21,244,man30,666,52,4.14,177.26,11.933,8.866,0.219,0.388,3.792,1.684
23-Jul-21,244,man30,666,53,4.126,177.457,11.864,8.864,0.197,0.378,3.855,1.545
23-Jul-21,244,man30,666,54,4.109,177.26,11.86,8.861,0.233,0.393,3.871,1.42
23-Jul-21,244,man30,666,55,4.108,176.944,11.842,8.857,0.247,0.417,3.745,1.288
23-Jul-21,244,man30,666,56,4.1,177.088,11.816,8.851,0.247,0.404,3.65,1.176
23-Jul-21,244,man30,666,57,4.091,176.863,11.836,8.847,0.267,0.39,3.693,1.075
23-Jul-21,244,man30,666,58,4.086,176.696,11.812,8.845,0.258,0.388,3.76,0.98
23-Jul-21,244,man30,666,59,4.074,176.673,11.795,8.841,0.225,0.388,3.792,0.892
23-Jul-21,244,man30,666,60,4.068,176.546,11.819,8.836,0.263,0.369,3.666,0.805
23-Jul-21,244,man30,666,61,4.067,176.373,11.793,8.832,0.212,0.365,3.752,0.733
23-Jul-21,244,man30,666,62,4.059,176.471,11.773,8.829,0.192,0.365,3.666,0.678
23-Jul-21,244,man30,666,63,4.054,176.215,11.784,8.824,0.192,0.365,3.693,0.612
23-Jul-21,244,man30,666,64,4.054,176.299,11.753,8.821,0.225,0.385,3.76,0.556
23-Jul-21,244,man30,666,65,4.048,176.201,11.756,8.819,0.26,0.359,3.752,0.504
23-Jul-21,244,man30,666,66,4.045,176.016,11.754,8.814,0.241,0.34,3.713,0.459
23-Jul-21,244,man30,666,67,4.042,176.064,11.745,8.81,0.206,0.342,3.713,0.417
23-Jul-21,244,man30,666,68,4.038,176.097,11.763,8.807,0.214,0.326,3.681,0.382
23-Jul-21,244,man30,666,69,4.032,175.905,11.771,8.803,0.219,0.314,3.594,0.353
23-Jul-21,244,man30,666,70,4.032,175.819,11.741,8.802,0.199,0.308,3.614,0.327
23-Jul-21,244,man30,666,71,4.031,175.872,11.738,8.8,0.225,0.303,3.776,0.287
23-Jul-21,244,man30,666,72,4.027,175.739,11.75,8.795,0.247,0.285,3.713,0.255
23-Jul-21,244,man30,666,73,4.025,175.639,11.722,8.793,0.219,0.308,3.713,0.23
23-Jul-21,244,man30,666,74,4.022,175.763,11.731,8.787,0.219,0.342,3.555,0.198
23-Jul-21,244,man30,666,75,4.017,175.61,11.755,8.785,0.274,0.308,3.634,0.175
23-Jul-21,244,man30,666,76,4.019,175.581,11.71,8.785,0.212,0.308,3.693,0.164
23-Jul-21,244,man30,666,77,4.016,175.646,11.718,8.784,0.233,0.302,3.673,0.148
23-Jul-21,244,man30,666,78,4.012,175.544,11.753,8.779,0.225,0.296,3.681,0.131
23-Jul-21,244,man30,666,79,4.014,175.509,11.737,8.778,0.206,0.279,3.673,0.113
23-Jul-21,244,man30,666,80,4.018,175.826,11.743,8.777,0.219,0.262,3.666,0.104
23-Jul-21,244,man30,666,81,4.013,175.474,11.759,8.772,0.219,0.276,3.666,0.089
23-Jul-21,244,man30,666,82,4.011,175.486,11.669,8.768,0.219,0.271,3.634,0.077
23-Jul-21,244,man30,666,83,4.003,175.515,11.598,8.766,0.219,0.249,3.681,0.068
23-Jul-21,244,man30,666,84,3.998,175.401,11.578,8.765,0.206,0.239,3.792,0.055
23-Jul-21,244,man30,666,85,3.998,175.434,11.568,8.76,0.208,0.239,3.729,0.052
23-Jul-21,244,man30,666,86,3.999,175.447,11.628,8.758,0.274,0.224,3.739,0.04
23-Jul-21,244,man30,666,87,4.003,175.329,11.64,8.755,0.24,0.217,3.733,0.033
23-Jul-21,244,man30,666,88,3.999,175.457,11.574,8.754,0.241,0.235,3.839,0.023
23-Jul-21,244,man30,666,89,3.999,175.319,11.543,8.752,0.225,0.276,3.808,0.021
23-Jul-21,244,man30,666,90,3.999,175.343,11.516,8.749,0.219,0.294,3.792,0.013
23-Jul-21,244,man30,666,91,3.996,175.389,11.553,8.742,0.237,0.258,3.792,0.007
23-Jul-21,244,man30,666,92,3.997,175.257,11.585,8.742,0.219,0.217,3.792,0
23-Jul-21,244,man30,666,93,3.998,175.503,11.522,8.741,0.219,0.189,3.729,0
23-Jul-21,244,man30,666,94,3.998,175.313,11.494,8.737,0.175,0.21,3.587,0
23-Jul-21,244,man30,666,95,3.997,175.243,11.489,8.736,0.219,0.217,3.713,0
23-Jul-21,244,man30,666,96,3.996,175.485,11.447,8.736,0.219,0.217,3.713,0
23-Jul-21,244,man30,666,97,3.995,175.156,11.468,8.734,0.247,0.239,3.634,0
23-Jul-21,244,man30,666,98,3.993,175.255,11.435,8.732,0.224,0.226,3.621,0
23-Jul-21,244,man30,666,99,3.989,175.192,11.454,8.729,0.219,0.214,3.587,0
23-Jul-21,244,man30,666,100,3.99,175.236,11.452,8.727,0.219,0.251,3.713,0
23-Jul-21,244,man30,666,101,3.987,175.24,11.442,8.725,0.247,0.222,3.871,0
23-Jul-21,244,man30,666,102,3.986,175.178,11.47,8.723,0.24,0.202,3.832,0
23-Jul-21,244,man30,666,103,3.985,175.202,11.515,8.721,0.201,0.217,3.687,0
23-Jul-21,244,man30,666,104,3.984,175.135,11.559,8.722,0.185,0.202,3.713,0
23-Jul-21,244,man30,666,105,3.983,175.181,11.555,8.721,0.236,0.219,3.918,0
23-Jul-21,244,man30,666,106,3.983,175.14,11.567,8.717,0.219,0.211,3.673,0
23-Jul-21,244,man30,666,107,3.985,175.207,11.561,8.718,0.206,0.211,3.555,0
23-Jul-21,244,man30,666,108,3.984,175.181,11.55,8.713,0.203,0.205,3.697,0
23-Jul-21,244,man30,666,109,3.984,175.183,11.551,8.712,0.201,0.213,3.792,0
23-Jul-21,244,man30,666,110,3.983,175.158,11.551,8.71,0.214,0.198,3.792,0
23-Jul-21,244,man30,666,111,3.983,175.142,11.541,8.71,0.219,0.185,3.614,0
23-Jul-21,244,man30,666,112,3.98,175.173,11.551,8.71,0.196,0.182,3.687,0
23-Jul-21,244,man30,666,113,3.981,175.142,11.564,8.708,0.247,0.194,3.634,0
23-Jul-21,244,man30,666,114,3.98,175.164,11.538,8.705,0.224,0.175,3.7,0
23-Jul-21,244,man30,666,115,3.978,175.128,11.538,8.706,0.219,0.194,3.555,0
23-Jul-21,244,man30,666,116,3.98,175.106,11.521,8.7,0.192,0.182,3.792,0
23-Jul-21,244,man30,666,117,3.979,175.164,11.48,8.703,0.237,0.18,3.7,0
23-Jul-21,244,man30,666,118,3.98,175.056,11.478,8.699,0.199,0.171,3.654,0
23-Jul-21,244,man30,666,119,3.98,175.164,11.427,8.699,0.214,0.173,3.713,0
23-Jul-21,244,man30,666,120,3.98,175.121,11.422,8.697,0.192,0.19,3.687,0
23-Jul-21,244,man30,666,121,3.978,175.099,11.418,8.696,0.192,0.197,3.614,0
23-Jul-21,244,man30,666,122,3.975,175.118,11.37,8.696,0.203,0.162,3.618,0
23-Jul-21,244,man30,666,123,3.975,175.118,11.384,8.692,0.219,0.148,3.776,0
23-Jul-21,244,man30,666,124,3.984,175.332,11.43,8.688,0.227,0.124,3.979,0
23-Jul-21,244,man38,675,1,20.064,263.072,8.16,9.172,0.247,-0.034,2.423,1409
23-Jul-21,244,man38,675,2,20.054,262.983,8.367,9.171,0.433,0.084,2.939,1111.016
23-Jul-21,244,man38,675,3,20.04,262.886,8.45,9.17,0.432,0.137,3.12,893.29
23-Jul-21,244,man38,675,4,20.006,262.752,8.533,9.169,0.329,0.169,3.192,785.71
23-Jul-21,244,man38,675,5,19.977,262.582,8.481,9.167,0.322,0.165,3.002,678.082
23-Jul-21,244,man38,675,6,19.944,262.387,8.464,9.169,0.301,0.187,2.986,634.99
23-Jul-21,244,man38,675,7,19.893,262.179,8.536,9.169,0.296,0.198,2.955,552.026
23-Jul-21,244,man38,675,8,19.847,261.91,8.495,9.17,0.274,0.171,3.081,515.41
23-Jul-21,244,man38,675,9,19.867,262.08,8.425,9.169,0.301,0.212,2.465,440.238
23-Jul-21,244,man38,675,10,19.892,262.179,8.445,9.169,0.301,0.201,2.512,401.522
23-Jul-21,244,man38,675,11,19.662,260.441,8.368,9.176,0.301,0.228,3.713,378.087
23-Jul-21,244,man38,675,12,19.452,259.392,8.385,9.18,0.301,0.319,3.16,342.517
23-Jul-21,244,man38,675,13,19.36,259.256,8.542,9.181,0.301,0.308,3.318,309.44
23-Jul-21,244,man38,675,14,19.149,256.981,8.58,9.192,0.301,0.399,2.765,276.6
23-Jul-21,244,man38,675,15,17.374,244.392,8.874,9.233,0.329,0.422,3.239,256.325
23-Jul-21,244,man38,675,16,14.977,236.909,9.492,9.256,0.342,0.486,3.265,215.868
23-Jul-21,244,man38,675,17,13.408,225.084,9.681,9.268,0.301,0.49,3.397,196.012
23-Jul-21,244,man38,675,18,12.116,218.999,9.91,9.283,0.301,0.49,3.16,165.277
23-Jul-21,244,man38,675,19,11.045,217.565,10.688,9.29,0.265,0.528,3.318,144.973
23-Jul-21,244,man38,675,20,10.11,210.182,11.237,9.292,0.356,0.593,3.871,126.325
23-Jul-21,244,man38,675,21,9.322,206.162,11.335,9.283,0.377,0.695,3.575,105.694
23-Jul-21,244,man38,675,22,8.644,205.381,12.084,9.273,0.384,0.722,3.529,91.95
23-Jul-21,244,man38,675,23,8,199.351,12.507,9.268,0.384,0.846,3.377,79.291
23-Jul-21,244,man38,675,24,7.336,196.288,12.509,9.251,0.384,0.935,3.508,66.336
23-Jul-21,244,man38,675,25,6.87,195.088,12.959,9.222,0.404,1.331,3.674,56.373
23-Jul-21,244,man38,675,26,6.428,192.025,13.235,9.224,0.395,1.746,3.76,47.794
23-Jul-21,244,man38,675,27,5.97,189.821,13.396,9.211,0.4,1.835,3.745,39.79
23-Jul-21,244,man38,675,28,5.602,187.329,13.458,9.19,0.349,1.639,3.535,33.901
23-Jul-21,244,man38,675,29,5.298,186.62,13.483,9.165,0.345,1.623,3.571,28.814
23-Jul-21,244,man38,675,30,5.095,185.397,13.597,9.139,0.34,1.614,3.587,24.154
23-Jul-21,244,man38,675,31,4.91,183.22,13.503,9.116,0.329,1.733,3.674,20.494
23-Jul-21,244,man38,675,32,4.732,183.598,13.488,9.094,0.345,1.813,3.666,17.162
23-Jul-21,244,man38,675,33,4.626,182.571,13.465,9.077,0.34,1.883,3.539,14.654
23-Jul-21,244,man38,675,34,4.568,180.841,13.303,9.062,0.338,1.896,3.555,12.726
23-Jul-21,244,man38,675,35,4.481,181.395,13.207,9.046,0.334,1.794,3.587,10.845
23-Jul-21,244,man38,675,36,4.423,180.778,13.188,9.019,0.312,1.639,3.429,9.478
23-Jul-21,244,man38,675,37,4.382,179.652,13.033,8.994,0.315,1.422,3.515,8.381
23-Jul-21,244,man38,675,38,4.301,180.046,12.907,8.977,0.274,1.003,3.634,7.501
23-Jul-21,244,man38,675,39,4.25,179.357,12.828,8.963,0.267,0.832,3.614,6.851
23-Jul-21,244,man38,675,40,4.197,178.829,12.707,8.95,0.252,0.702,3.555,6.207
23-Jul-21,244,man38,675,41,4.15,178.189,12.596,8.944,0.274,0.593,3.555,5.546
23-Jul-21,244,man38,675,42,4.116,178.184,12.488,8.932,0.29,0.515,3.618,4.975
23-Jul-21,244,man38,675,43,4.097,178.016,12.401,8.925,0.247,0.522,3.587,4.485
23-Jul-21,244,man38,675,44,4.091,177.375,12.269,8.918,0.247,0.513,3.713,4.054
23-Jul-21,244,man38,675,45,4.07,177.63,12.178,8.908,0.274,0.433,3.713,3.671
23-Jul-21,244,man38,675,46,4.055,177.371,12.147,8.901,0.247,0.392,3.587,3.322
23-Jul-21,244,man38,675,47,4.06,176.834,12.065,8.896,0.247,0.365,3.713,3.021
23-Jul-21,244,man38,675,48,4.042,177.087,12.035,8.889,0.219,0.353,3.476,2.756
23-Jul-21,244,man38,675,49,4.027,177.007,12.056,8.885,0.241,0.317,3.539,2.557
23-Jul-21,244,man38,675,50,4.032,176.552,12,8.88,0.247,0.326,3.618,2.33
23-Jul-21,244,man38,675,51,4.023,176.813,11.949,8.876,0.247,0.308,3.713,2.126
23-Jul-21,244,man38,675,52,4.014,176.587,11.952,8.87,0.181,0.28,3.713,1.974
23-Jul-21,244,man38,675,53,4.013,176.356,11.886,8.866,0.23,0.31,3.587,1.812
23-Jul-21,244,man38,675,54,4.003,176.448,11.854,8.86,0.274,0.296,3.792,1.663
23-Jul-21,244,man38,675,55,4.004,176.244,11.855,8.857,0.274,0.251,3.871,1.548
23-Jul-21,244,man38,675,56,4,176.298,11.814,8.853,0.252,0.26,3.745,1.433
23-Jul-21,244,man38,675,57,3.99,176.218,11.813,8.849,0.269,0.271,3.776,1.297
23-Jul-21,244,man38,675,58,3.991,176.064,11.774,8.845,0.247,0.239,3.634,1.196
23-Jul-21,244,man38,675,59,3.988,176.045,11.757,8.841,0.269,0.258,3.444,1.094
23-Jul-21,244,man38,675,60,3.985,176.022,11.768,8.835,0.252,0.244,3.65,0.984
23-Jul-21,244,man38,675,61,3.982,175.895,11.749,8.834,0.219,0.251,3.634,0.908
23-Jul-21,244,man38,675,62,3.983,175.891,11.738,8.83,0.247,0.262,3.792,0.829
23-Jul-21,244,man38,675,63,3.982,175.855,11.737,8.824,0.225,0.244,3.602,0.761
23-Jul-21,244,man38,675,64,3.981,175.696,11.719,8.819,0.24,0.231,3.614,0.71
23-Jul-21,244,man38,675,65,3.977,175.78,11.717,8.818,0.247,0.246,3.697,0.656
23-Jul-21,244,man38,675,66,3.978,175.61,11.722,8.815,0.206,0.242,3.713,0.604
23-Jul-21,244,man38,675,67,3.978,175.688,11.726,8.813,0.175,0.233,3.666,0.548
23-Jul-21,244,man38,675,68,3.974,175.595,11.737,8.809,0.226,0.228,3.634,0.495
23-Jul-21,244,man38,675,69,3.975,175.509,11.734,8.805,0.23,0.242,3.729,0.441
23-Jul-21,244,man38,675,70,3.968,175.552,11.735,8.797,0.233,0.239,3.752,0.405
23-Jul-21,244,man38,675,71,3.962,175.457,11.752,8.796,0.236,0.242,3.681,0.367
23-Jul-21,244,man38,675,72,3.962,175.487,11.743,8.797,0.206,0.251,3.594,0.336
23-Jul-21,244,man38,675,73,3.953,175.422,11.746,8.796,0.203,0.253,3.587,0.306
23-Jul-21,244,man38,675,74,3.945,175.353,11.736,8.793,0.219,0.269,3.634,0.275
23-Jul-21,244,man38,675,75,3.941,175.293,11.718,8.79,0.233,0.274,3.634,0.25
23-Jul-21,244,man38,675,76,3.935,175.261,11.706,8.789,0.247,0.28,3.602,0.222
23-Jul-21,244,man38,675,77,3.93,175.206,11.716,8.787,0.247,0.282,3.594,0.187
23-Jul-21,244,man38,675,78,3.923,175.157,11.717,8.784,0.247,0.303,3.713,0.17
23-Jul-21,244,man38,675,79,3.917,175.127,11.719,8.783,0.247,0.294,3.713,0.147
23-Jul-21,244,man38,675,80,3.909,175.048,11.73,8.78,0.247,0.315,3.697,0.133
23-Jul-21,244,man38,675,81,3.9,174.99,11.726,8.78,0.247,0.296,3.634,0.122
23-Jul-21,244,man38,675,82,3.892,174.979,11.724,8.779,0.219,0.251,3.634,0.11
23-Jul-21,244,man38,675,83,3.887,174.947,11.743,8.776,0.219,0.262,3.871,0.093
23-Jul-21,244,man38,675,84,3.883,174.938,11.757,8.775,0.247,0.239,3.555,0.084
23-Jul-21,244,man38,675,85,3.881,174.911,11.761,8.771,0.247,0.205,3.634,0.073
23-Jul-21,244,man38,675,86,3.88,174.91,11.755,8.771,0.225,0.214,3.634,0.054
23-Jul-21,244,man38,675,87,3.88,174.832,11.755,8.77,0.219,0.228,3.792,0.046
23-Jul-21,244,man38,675,88,3.879,174.861,11.749,8.761,0.219,0.245,3.733,0.036
23-Jul-21,244,man38,675,89,3.878,174.846,11.751,8.761,0.233,0.234,3.673,0.028
23-Jul-21,244,man38,675,90,3.876,174.817,11.747,8.761,0.253,0.211,3.634,0.022
23-Jul-21,244,man38,675,91,3.875,174.832,11.747,8.759,0.26,0.194,3.673,0.008
23-Jul-21,244,man38,675,92,3.875,174.829,11.767,8.757,0.23,0.196,3.808,0.004
23-Jul-21,244,man38,675,93,3.874,174.789,11.782,8.755,0.274,0.205,3.871,0.002
23-Jul-21,244,man38,675,94,3.874,174.774,11.767,8.756,0.301,0.205,3.555,0
23-Jul-21,244,man38,675,95,3.873,174.839,11.757,8.753,0.219,0.194,3.634,0
23-Jul-21,244,man38,675,96,3.871,174.803,11.792,8.751,0.26,0.177,3.456,0
23-Jul-21,244,man38,675,97,3.873,174.745,11.764,8.75,0.247,0.165,3.515,0
23-Jul-21,244,man38,675,98,3.872,174.818,11.742,8.749,0.23,0.169,3.666,0
23-Jul-21,244,man38,675,99,3.87,174.774,11.766,8.748,0.219,0.165,3.673,0
23-Jul-21,244,man38,675,100,3.87,174.76,11.765,8.747,0.206,0.154,3.654,0
23-Jul-21,244,man38,675,101,3.869,174.774,11.763,8.743,0.247,0.171,3.713,0
23-Jul-21,244,man38,675,102,3.868,174.795,11.777,8.742,0.247,0.15,3.65,0
23-Jul-21,244,man38,675,103,3.87,174.789,11.774,8.74,0.247,0.16,3.713,0
23-Jul-21,244,man38,675,104,3.871,174.832,11.761,8.741,0.274,0.16,3.634,0
23-Jul-21,244,man38,675,105,3.878,174.854,11.761,8.739,0.233,0.151,3.575,0
23-Jul-21,244,man38,675,106,3.89,174.95,11.724,8.737,0.219,0.162,3.65,0
23-Jul-21,244,man38,675,107,3.889,174.919,11.701,8.736,0.24,0.18,3.772,0
23-Jul-21,244,man38,675,108,3.883,174.89,11.706,8.734,0.233,0.182,3.713,0
23-Jul-21,244,man38,675,109,3.879,174.861,11.708,8.735,0.226,0.191,3.693,0
23-Jul-21,244,man38,675,110,3.878,174.89,11.72,8.735,0.247,0.217,3.871,0
23-Jul-21,244,man38,675,111,3.875,174.852,11.737,8.733,0.225,0.164,3.634,0
23-Jul-21,244,man38,675,112,3.873,174.861,11.753,8.73,0.247,0.182,3.634,0
23-Jul-21,244,man38,675,113,3.873,174.837,11.746,8.729,0.219,0.182,3.634,0
23-Jul-21,244,man38,675,114,3.872,174.852,11.73,8.729,0.236,0.182,3.587,0
23-Jul-21,244,man38,675,115,3.87,174.847,11.751,8.729,0.247,0.165,3.674,0
23-Jul-21,244,man38,675,116,3.87,174.803,11.749,8.725,0.247,0.171,3.752,0
23-Jul-21,244,man38,675,117,3.869,174.832,11.747,8.726,0.247,0.171,3.733,0
23-Jul-21,244,man38,675,118,3.865,174.818,11.771,8.729,0.247,0.137,3.555,0
23-Jul-21,244,man38,675,119,3.862,174.789,11.792,8.726,0.301,0.125,3.792,0
23-Jul-21,244,man38,675,120,3.861,174.78,11.778,8.724,0.247,0.137,3.634,0
23-Jul-21,244,man38,675,121,3.86,174.806,11.785,8.72,0.247,0.137,3.729,0
23-Jul-21,244,man38,675,122,3.858,174.804,11.793,8.716,0.26,0.131,3.792,0
23-Jul-21,244,man38,675,123,3.856,174.818,11.772,8.715,0.274,0.11,3.792,0
23-Jul-21,244,man38,675,124,3.855,174.789,11.754,8.715,0.274,0.08,3.792,0
23-Jul-21,244,man38,675,125,3.852,174.83,11.759,8.711,0.274,0.103,3.792,0
23-Jul-21,244,man38,675,126,3.851,174.818,11.764,8.712,0.301,0.114,3.713,0
23-Jul-21,244,man38,675,127,3.852,174.832,11.763,8.71,0.288,0.114,3.713,0
23-Jul-21,244,man38,675,128,3.851,174.832,11.753,8.71,0.26,0.108,3.792,0
23-Jul-21,244,man38,675,129,3.849,174.789,11.748,8.708,0.247,0.105,3.792,0
23-Jul-21,244,man38,675,130,3.848,174.804,11.734,8.705,0.247,0.114,3.555,0
23-Jul-21,244,man38,675,131,3.848,174.804,11.719,8.704,0.247,0.091,3.713,0
23-Jul-21,244,man38,675,132,3.847,174.84,11.729,8.703,0.301,0.091,3.713,0
23-Jul-21,244,man38,675,133,3.855,175,11.722,8.699,0.288,0.103,3.523,0
25-Jul-21,214,lud5,685,1,20.01,266.085,8.305,9.169,0.521,0.353,3.397,158.1
25-Jul-21,214,lud5,685,2,19.926,265.742,8.284,9.168,0.496,0.39,3.3,140.567
25-Jul-21,214,lud5,685,3,19.9,265.858,8.055,9.167,0.49,0.398,3.452,117.744
25-Jul-21,214,lud5,685,4,19.691,265.492,7.634,9.164,0.555,0.513,3.305,99.197
25-Jul-21,214,lud5,685,5,19.483,264.24,7.496,9.165,0.501,0.563,3.357,85.823
25-Jul-21,214,lud5,685,6,19.105,262.485,7.73,9.164,0.497,0.651,3.407,74.895
25-Jul-21,214,lud5,685,7,18.913,262.045,8.122,9.158,0.521,0.767,3.657,68.094
25-Jul-21,214,lud5,685,8,18.754,260.946,8.192,9.154,0.539,0.832,3.739,61.665
25-Jul-21,214,lud5,685,9,18.677,261.194,8.421,9.153,0.521,0.932,3.515,57.321
25-Jul-21,214,lud5,685,10,18.635,260.362,8.152,9.15,0.524,0.898,3.515,53.045
25-Jul-21,214,lud5,685,11,18.605,259.99,7.999,9.147,0.579,0.927,3.589,49.306
25-Jul-21,214,lud5,685,12,18.562,259.751,7.948,9.144,0.51,0.885,3.496,45.479
25-Jul-21,214,lud5,685,13,18.191,257.74,8.105,9.134,0.514,0.886,3.486,41.333
25-Jul-21,214,lud5,685,14,17.824,255.975,8.372,9.127,0.507,0.923,3.555,37.541
25-Jul-21,214,lud5,685,15,17.63,254.873,8.59,9.122,0.462,0.901,3.453,34.026
25-Jul-21,214,lud5,685,16,17.513,254.17,8.74,9.118,0.462,0.866,3.769,30.823
25-Jul-21,214,lud5,685,17,17.316,253.584,8.842,9.116,0.438,0.895,3.733,27.607
25-Jul-21,214,lud5,685,18,16.608,249.318,8.93,9.105,0.419,0.85,3.713,24.909
25-Jul-21,214,lud5,685,19,15.041,242.981,9.209,9.095,0.403,0.824,3.397,22.215
25-Jul-21,214,lud5,685,20,13.485,235.436,9.571,9.076,0.397,0.718,3.476,20.145
25-Jul-21,214,lud5,685,21,12.657,230.291,9.675,9.058,0.415,0.744,3.465,17.884
25-Jul-21,214,lud5,685,22,12.311,228.986,9.883,9.045,0.438,0.658,3.578,16.219
25-Jul-21,214,lud5,685,23,12.5,237.182,9.844,9.032,0.427,0.722,3.35,14.425
25-Jul-21,214,lud8,696,1,19.988,267.415,7.937,9.187,0.466,0.274,3.239,187.07
25-Jul-21,214,lud8,696,2,19.878,267.507,8.082,9.189,0.539,0.3,3.239,171.533
25-Jul-21,214,lud8,696,3,19.771,266.841,8.312,9.189,0.568,0.353,3.352,134.579
25-Jul-21,214,lud8,696,4,19.692,266.349,8.156,9.189,0.587,0.435,3.363,118.286
25-Jul-21,214,lud8,696,5,19.678,266.225,8.068,9.189,0.493,0.459,3.453,102.336
25-Jul-21,214,lud8,696,6,19.669,266.04,8.081,9.188,0.539,0.469,3.687,93.724
25-Jul-21,214,lud8,696,7,19.656,265.722,8.321,9.187,0.515,0.54,3.508,86.856
25-Jul-21,214,lud8,696,8,19.625,265.355,8.56,9.186,0.493,0.559,3.634,80.66
25-Jul-21,214,lud8,696,9,19.599,265.065,8.648,9.187,0.493,0.57,3.318,76.165
25-Jul-21,214,lud8,696,10,19.553,264.848,8.733,9.186,0.471,0.643,3.444,72.697
25-Jul-21,214,lud8,696,11,19.344,263.019,8.659,9.185,0.444,0.625,3.476,67.689
25-Jul-21,214,lud8,696,12,18.844,260.485,8.663,9.188,0.466,0.695,3.634,64.443
25-Jul-21,214,lud8,696,13,18.072,256.838,8.914,9.194,0.444,0.741,3.444,60.255
25-Jul-21,214,lud8,696,14,16.655,247.522,9.073,9.198,0.438,0.752,3.46,56.087
25-Jul-21,214,lud8,696,15,15.285,239.022,9.26,9.207,0.411,0.661,3.476,53.018
25-Jul-21,214,lud8,696,16,14.18,234.274,9.648,9.22,0.411,0.576,3.417,50.563
25-Jul-21,214,lud8,696,17,13.439,231.244,10.16,9.226,0.393,0.494,3.292,47.771
25-Jul-21,214,lud8,696,18,12.938,226.789,10.185,9.229,0.404,0.519,3.239,44.417
25-Jul-21,214,lud8,696,19,12.571,226.002,10.395,9.234,0.411,0.553,3.12,41.309
25-Jul-21,214,lud8,696,20,12.281,224.686,10.807,9.236,0.395,0.538,3.318,39.191
25-Jul-21,214,lud8,696,21,11.868,220.59,10.935,9.241,0.4,0.511,3.286,35.773
25-Jul-21,214,lud8,696,22,11.431,219.524,11.2,9.241,0.37,0.467,3.397,32.79
25-Jul-21,214,lud8,696,23,10.884,215.148,11.639,9.246,0.373,0.435,3.381,30.227
25-Jul-21,214,lud8,696,24,9.995,210.81,11.946,9.249,0.356,0.456,3.318,27.182
25-Jul-21,214,lud8,696,25,9.469,209.42,12.291,9.239,0.329,0.481,3.318,24.805
25-Jul-21,214,lud8,696,26,8.825,203.954,12.455,9.203,0.329,0.49,3.357,22.209
25-Jul-21,214,lud8,696,27,7.943,201.581,12.566,9.149,0.318,0.467,3.492,19.993
25-Jul-21,214,lud8,696,28,7.595,200.201,12.786,9.106,0.301,0.376,3.602,18.269
25-Jul-21,214,lud8,696,29,7.488,199.121,12.739,9.077,0.288,0.333,3.516,16.638
25-Jul-21,214,lud8,696,30,7.423,198.558,12.69,9.063,0.253,0.305,3.436,15.234
25-Jul-21,214,lud8,696,31,7.361,198.303,12.6,9.043,0.274,0.294,3.523,14.074
25-Jul-21,214,lud8,696,32,7.456,201.175,12.325,9.025,0.285,0.316,3.628,12.313
25-Jul-21,214,lud12,705,1,20.187,265.296,7.199,9.12,0.411,0.148,2.37,1267.75
25-Jul-21,214,lud12,705,2,19.925,264.389,7.64,9.124,0.36,0.13,3.792,1234.271
25-Jul-21,214,lud12,705,3,19.75,263.33,8.107,9.125,0.329,0.112,2.946,1105.697
25-Jul-21,214,lud12,705,4,19.608,262.489,8.071,9.126,0.384,0.114,2.449,1058.18
25-Jul-21,214,lud12,705,5,19.56,262.318,8.305,9.127,0.356,0.148,3.239,922.668
25-Jul-21,214,lud12,705,6,19.533,262.12,8.461,9.127,0.301,0.148,3.081,754.997
